Player ID,Player Name,Team Name,Year,Matches,Not Outs,Runs,Highest Score,Average,Balls Faced,Strike Rate,Hundreds,Fifties,Fours,Sixes,Catches,Stumpings,Overs,Runs Given,Wickets,Best Bowling,Bowling Average,Bowling Economy,Bowling Strike Rate,4 Wickets,5 Wickets
20627,Matheesha Pathirana,CSK,2022,2,0,0,0,-,-,-,0,0,0,0,1,0,41,52,2,2/24,26.00,7.61,20.50,0,0
258,Sanju Samson,RR,Career,165,19,4392,119,30.93,3156,139.16,3,25,351,205,82,16,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2024,13,4,504,86,56.00,322,156.52,0,5,47,23,6,1,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2023,14,2,362,66*,30.17,236,153.39,0,3,25,24,3,3,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2022,17,1,458,55,28.63,312,146.79,0,2,43,26,14,2,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2021,14,2,484,119,40.33,354,136.72,1,2,45,17,7,4,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2020,14,1,375,85,28.84,236,158.89,0,3,21,26,9,2,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2019,12,2,342,102*,34.20,230,148.69,1,0,28,13,4,1,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2018,15,1,441,92*,31.50,320,137.81,0,3,30,19,5,0,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2017,14,0,386,102,27.57,273,141.39,1,2,32,19,4,0,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2016,14,3,291,60,26.45,259,112.35,0,1,20,8,3,1,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2015,14,1,204,76,20.40,163,125.15,0,1,16,8,9,0,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2014,13,0,339,74,26.07,273,124.17,0,2,25,17,5,2,0,0,0,-,-,-,-,0,0
258,Sanju Samson,RR,2013,11,2,206,63,25.75,178,115.73,0,1,19,5,13,0,0,0,0,-,-,-,-,0,0
509,Jos Buttler,RR,Career,107,12,3582,124,38.11,2428,147.53,7,19,355,161,55,1,0,0,0,-,-,-,-,0,0
509,Jos Buttler,RR,2024,11,2,359,107*,39.89,255,140.78,2,0,36,12,3,0,0,0,0,-,-,-,-,0,0
509,Jos Buttler,RR,2023,14,0,392,95,28.00,282,139.01,0,4,42,14,9,0,0,0,0,-,-,-,-,0,0
509,Jos Buttler,RR,2022,17,2,863,116,57.53,579,149.05,4,4,83,45,9,0,0,0,0,-,-,-,-,0,0
509,Jos Buttler,RR,2021,7,0,254,124,36.28,166,153.01,1,0,27,13,3,0,0,0,0,-,-,-,-,0,0
509,Jos Buttler,RR,2020,13,2,328,70*,32.80,227,144.49,0,2,27,16,6,0,0,0,0,-,-,-,-,0,0
509,Jos Buttler,RR,2019,8,0,311,89,38.87,205,151.70,0,3,38,14,8,0,0,0,0,-,-,-,-,0,0
509,Jos Buttler,RR,2018,13,3,548,95*,54.80,353,155.24,0,5,52,21,9,1,0,0,0,-,-,-,-,0,0
509,Jos Buttler,RR,2017,10,0,272,77,27.20,177,153.67,0,1,27,15,1,0,0,0,0,-,-,-,-,0,0
509,Jos Buttler,RR,2016,14,3,255,41,23.18,184,138.58,0,0,23,11,7,0,0,0,0,-,-,-,-,0,0
1705,Shimron Hetmyer,RR,Career,70,26,1214,75,31.95,788,154.06,0,4,73,81,32,0,0,0,0,-,-,-,-,0,0
1705,Shimron Hetmyer,RR,2024,10,4,83,27*,27.67,45,184.44,0,0,6,6,4,0,0,0,0,-,-,-,-,0,0
1705,Shimron Hetmyer,RR,2023,14,5,300,56*,37.50,197,152.28,0,1,12,23,11,0,0,0,0,-,-,-,-,0,0
1705,Shimron Hetmyer,RR,2022,15,8,314,59*,44.86,204,153.92,0,1,21,21,3,0,0,0,0,-,-,-,-,0,0
1705,Shimron Hetmyer,RR,2021,14,6,242,53*,34.57,144,168.05,0,1,19,12,4,0,0,0,0,-,-,-,-,0,0
1705,Shimron Hetmyer,RR,2020,12,3,185,45,23.12,125,148.00,0,0,11,12,7,0,0,0,0,-,-,-,-,0,0
1705,Shimron Hetmyer,RR,2019,5,0,90,75,18.00,73,123.28,0,1,4,7,3,0,0,0,0,-,-,-,-,0,0
13538,Yashasvi Jaiswal,RR,Career,50,2,1520,124,31.67,1016,149.61,2,9,186,61,17,0,1,6,0,0/6,-,36.00,-,0,0
13538,Yashasvi Jaiswal,RR,2024,13,1,348,104*,29.00,228,152.63,1,1,42,13,3,0,0,0,0,-,-,-,-,0,0
13538,Yashasvi Jaiswal,RR,2023,14,1,625,124,48.08,382,163.61,1,5,82,26,8,0,0,0,0,-,-,-,-,0,0
13538,Yashasvi Jaiswal,RR,2022,10,0,258,68,25.80,194,132.99,0,2,28,10,2,0,1,6,0,0/6,-,36.00,-,0,0
13538,Yashasvi Jaiswal,RR,2021,10,0,249,50,24.90,168,148.21,0,1,32,10,3,0,0,0,0,-,-,-,-,0,0
13538,Yashasvi Jaiswal,RR,2020,3,0,40,34,13.33,44,90.90,0,0,2,2,1,0,0,0,0,-,-,-,-,0,0
20620,Dhruv Jurel,RR,Career,25,6,283,52*,20.21,186,152.15,0,1,21,14,10,0,0,0,0,-,-,-,-,0,0
20620,Dhruv Jurel,RR,2024,12,2,131,52*,18.71,98,133.67,0,1,10,5,9,0,0,0,0,-,-,-,-,0,0
20620,Dhruv Jurel,RR,2023,13,4,152,34*,21.71,88,172.73,0,0,11,9,1,0,0,0,0,-,-,-,-,0,0
4445,Riyan Parag,RR,Career,67,10,1131,84*,24.59,832,135.94,0,6,82,58,36,0,175,307,4,1/10,76.75,10.53,43.75,0,0
4445,Riyan Parag,RR,2024,13,3,531,84*,59.00,348,152.59,0,4,38,31,6,0,18,27,0,0/10,-,9.00,-,0,0
